epoch,train_loss,val_loss,time_seconds,learning_rate,iteration
90,0.018300317216198892,0.04750342791279157,120,1.0000000000000002e-06,21600
91,0.018147180528224758,0.04753842301045855,120,1.0000000000000002e-06,21840
92,0.018250653718132524,0.04709345372393727,120,1.0000000000000002e-06,22080
93,0.018066702278641364,0.04726112699136138,120,1.0000000000000002e-06,22320
94,0.018144745895794283,0.04753874872500698,120,1.0000000000000002e-06,22560
95,0.01817916622579408,0.04765364760532975,120,1.0000000000000002e-06,22800
96,0.018161232571583242,0.04806623738259077,120,1.0000000000000002e-06,23040
97,0.018025439882573362,0.046951710743208724,120,1.0000000000000002e-06,23280
98,0.018025016656611114,0.047520291370650135,120,1.0000000000000002e-06,23520
99,0.01812655188453694,0.047533640172332525,120,1.0000000000000002e-06,23760
100,0.018150811972251782,0.04700821461156011,120,1.0000000000000002e-06,24000
101,0.017988260689890012,0.04856652260447542,121,1.0000000000000002e-06,24240
102,0.017954760985837006,0.04743655581648151,120,1.0000000000000002e-06,24480
103,0.018071163426308583,0.04725991285716494,120,1.0000000000000002e-06,24720
104,0.018058354042780896,0.04740208890289068,120,1.0000000000000002e-06,24960
105,0.01809374296378034,0.047010562941432,121,1.0000000000000002e-06,25200
106,0.018050575692905114,0.04693436132123073,120,1.0000000000000002e-06,25440
107,0.01809894433245063,0.04690318858871857,120,1.0000000000000002e-06,25680
108,0.01799384814221412,0.04728105509032806,120,1.0000000000000002e-06,25920
109,0.0180129481634746,0.047824554176380235,120,1.0000000000000002e-06,26160
110,0.018040024881095938,0.04687200952321291,120,1.0000000000000002e-06,26400
111,0.017994142909689495,0.04786932673305273,120,1.0000000000000002e-06,26640
112,0.017934880630734066,0.04659075556943814,120,1.0000000000000002e-06,26880
113,0.018142604175955056,0.04774395205701391,120,1.0000000000000002e-06,27120
114,0.01805891128606163,0.04786997881407539,120,1.0000000000000002e-06,27360
115,0.01792720508334848,0.046225945092737676,120,1.0000000000000002e-06,27600
116,0.018170940714965885,0.04709680980692307,120,1.0000000000000002e-06,27840
117,0.01794486278668046,0.047030360468973714,120,1.0000000000000002e-06,28080
118,0.01793533518211916,0.04694042053694526,120,1.0000000000000002e-06,28320
119,0.01798796307023925,0.0472000635539492,120,1.0000000000000002e-06,28560
120,0.017930026899557562,0.0469881740398705,120,1.0000000000000002e-06,28800
121,0.01800470799401713,0.04769794462869565,120,1.0000000000000002e-06,29040
122,0.01795175933317902,0.04705080060909192,120,1.0000000000000002e-06,29280
123,0.01789890110764342,0.04664459827666481,120,1.0000000000000002e-06,29520
124,0.017949206052192797,0.047280241704235476,120,1.0000000000000002e-06,29760
125,0.01799418656931569,0.047777542596062025,120,1.0000000000000002e-06,30000
126,0.01807355285078908,0.046306441289683184,120,1.0000000000000002e-06,30240
127,0.017871303043405836,0.04785746925820907,120,1.0000000000000002e-06,30480
128,0.017971844887748983,0.047186951525509356,120,1.0000000000000002e-06,30720
129,0.017888203649393593,0.04709342469771703,120,1.0000000000000002e-06,30960
130,0.017908341612201183,0.046357947215437886,120,1.0000000000000002e-06,31200
131,0.017978837193610767,0.0473243271621565,120,1.0000000000000002e-06,31440
132,0.018077139125671236,0.04701198556770881,120,1.0000000000000002e-06,31680
133,0.017830660617134224,0.046687151119112966,120,1.0000000000000002e-06,31920
134,0.017816408523746455,0.046193278829256695,120,1.0000000000000002e-06,32160
135,0.017940609013506522,0.04906928241252899,120,1.0000000000000002e-06,32400
136,0.01785557697682331,0.04757352651407321,120,1.0000000000000002e-06,32640
137,0.017905148502904922,0.04690336575731635,120,1.0000000000000002e-06,32880
138,0.017889829106085622,0.04832342779263854,120,1.0000000000000002e-06,33120
139,0.01786141072322304,0.04702131232867638,120,1.0000000000000002e-06,33360
140,0.017747997374196228,0.046851888826737804,120,1.0000000000000002e-06,33600
141,0.017844851604119565,0.04695727766181032,120,1.0000000000000002e-06,33840
142,0.017766588359760742,0.04631953180457155,120,1.0000000000000002e-06,34080
143,0.017846408057569835,0.046878613904118537,120,1.0000000000000002e-06,34320
144,0.017830832195856298,0.04717215696970622,120,1.0000000000000002e-06,34560
145,0.017880532312362144,0.048216546233743426,120,1.0000000000000002e-06,34800
146,0.01785984093439765,0.04717565629010399,120,1.0000000000000002e-06,35040
147,0.017814981151605024,0.046849164211501676,120,1.0000000000000002e-06,35280
148,0.01785494580787296,0.04760159694900115,120,1.0000000000000002e-06,35520
149,0.0179217598575633,0.047108947609861694,121,1.0000000000000002e-06,35760
150,0.017768773587886245,0.047797078639268874,120,1.0000000000000002e-06,36000
151,0.017829508474096655,0.04699945965160926,125,1.0000000000000002e-06,36240
152,0.01803184892438973,0.04680207412069042,120,1.0000000000000002e-06,36480
153,0.017772843939019366,0.04674629190315803,120,1.0000000000000002e-06,36720
154,0.017899647298812247,0.04747450078527133,120,1.0000000000000002e-06,36960
155,0.017848549220555773,0.0477503831187884,120,1.0000000000000002e-06,37200
156,0.01784890459966846,0.04775387436772386,122,1.0000000000000002e-06,37440
157,0.01787857780388246,0.04753452756752571,120,1.0000000000000002e-06,37680
158,0.017803872097283603,0.04748628300925096,120,1.0000000000000002e-06,37920
159,0.01788497975212522,0.049587429873645304,120,1.0000000000000002e-06,38160
160,0.017773041284332672,0.04632503188525637,120,1.0000000000000002e-06,38400
161,0.01778301393496804,0.04832522533833981,120,1.0000000000000002e-06,38640
162,0.017890209262259305,0.04799368996173144,120,1.0000000000000002e-06,38880
163,0.017790632551380744,0.04667965124050776,120,1.0000000000000002e-06,39120
164,0.01772942312527448,0.04697985351085663,120,1.0000000000000002e-06,39360
165,0.017752486085131143,0.047633020145197706,120,1.0000000000000002e-06,39600
166,0.017718905462728193,0.04865912521878878,120,1.0000000000000002e-06,39840
167,0.01769393413560465,0.04700802670170864,120,1.0000000000000002e-06,40080
168,0.017835199739784,0.04738039458170533,120,1.0000000000000002e-06,40320
169,0.01778479473432526,0.04750526069353024,125,1.0000000000000002e-06,40560
170,0.01779710951571663,0.0470110047608614,120,1.0000000000000002e-06,40800
171,0.01767774834879674,0.04712824877351522,120,1.0000000000000002e-06,41040
172,0.017754426555863272,0.04790425598621369,120,1.0000000000000002e-06,41280
173,0.01776475701481104,0.04774380456656217,120,1.0000000000000002e-06,41520
174,0.0177212464720166,0.04816130182395379,120,1.0000000000000002e-06,41760
175,0.017796245923576256,0.04720150353386998,120,1.0000000000000002e-06,42000
176,0.01783587600608977,0.04738735388964414,120,1.0000000000000002e-06,42240
177,0.017726841698943948,0.047383082720140614,120,1.0000000000000002e-06,42480
178,0.017686295757691064,0.04755763268719117,120,1.0000000000000002e-06,42720
179,0.01774517276789993,0.047836616883675256,120,1.0000000000000002e-06,42960
180,0.017789895331952722,0.04677252878124515,120,1.0000000000000002e-06,43200
181,0.01771096737162831,0.04680752630035082,120,1.0000000000000002e-06,43440
182,0.017821265491268907,0.04768268515666326,120,1.0000000000000002e-06,43680
183,0.017711310069231937,0.04726580965022246,120,1.0000000000000002e-06,43920
184,0.0176943175358853,0.046751930471509696,120,1.0000000000000002e-06,44160
185,0.017680596746504306,0.04701734688133001,120,1.0000000000000002e-06,44400
186,0.017628861034366613,0.04742341358214617,120,1.0000000000000002e-06,44640
187,0.01772928707068786,0.04678520361582438,120,1.0000000000000002e-06,44880
188,0.01770092374451148,0.047172307937095564,120,1.0000000000000002e-06,45120
189,0.017676081574366738,0.04711549499382575,120,1.0000000000000002e-06,45360
190,0.01767159621619309,0.04709551470975081,120,1.0000000000000002e-06,45600
191,0.017684598544534916,0.047747562949856125,120,1.0000000000000002e-06,45840
192,0.01758825796811531,0.04715680467585723,120,1.0000000000000002e-06,46080
193,0.017636472479595492,0.04710188455258806,120,1.0000000000000002e-06,46320
194,0.017630239502371598,0.0464482922727863,120,1.0000000000000002e-06,46560
195,0.01779867437047263,0.04722043111299475,120,1.0000000000000002e-06,46800
196,0.017672512020605307,0.047849269366512695,120,1.0000000000000002e-06,47040
197,0.01768085973065657,0.04866652339696884,120,1.0000000000000002e-06,47280
198,0.01763100022993361,0.04927149284631014,120,1.0000000000000002e-06,47520
199,0.0176211526869641,0.046488184947520494,120,1.0000000000000002e-06,47760
200,0.017693064350169152,0.04685209073747198,120,1.0000000000000002e-06,48000
201,0.01758370127645321,0.04705765197674434,120,1.0000000000000002e-06,48240
202,0.017564211613110576,0.04725139917184909,120,1.0000000000000002e-06,48480
203,0.01757692668082503,0.04718326451256871,120,1.0000000000000002e-06,48720
204,0.017647485136209676,0.04668005437900623,120,1.0000000000000002e-06,48960
205,0.017628587054787204,0.047553167957812545,120,1.0000000000000002e-06,49200
206,0.017664628990072137,0.047181616971890133,120,1.0000000000000002e-06,49440
207,0.017620649765012784,0.047313090817381935,120,1.0000000000000002e-06,49680
208,0.01756925508573962,0.04669466807196538,120,1.0000000000000002e-06,49920
209,0.017575978534296155,0.046981515393902856,120,1.0000000000000002e-06,50160
210,0.01753926227490107,0.04682357124984264,120,1.0000000000000002e-06,50400
211,0.017613733200899637,0.046669013363619644,120,1.0000000000000002e-06,50640
212,0.017558772834793974,0.04689211801936229,120,1.0000000000000002e-06,50880
213,0.017522017939093835,0.04809271314491828,120,1.0000000000000002e-06,51120
214,0.017517671297537164,0.046758607992281515,120,1.0000000000000002e-06,51360
215,0.017636733263498173,0.046837395057082176,120,1.0000000000000002e-06,51600
216,0.01760729300440289,0.04793216492980719,120,1.0000000000000002e-06,51840
217,0.017551961054171745,0.04675826147819559,120,1.0000000000000002e-06,52080
218,0.017668310651788487,0.04703767855341236,120,1.0000000000000002e-06,52320
219,0.017654610991788406,0.04704532095541557,120,1.0000000000000002e-06,52560
220,0.017567067067526903,0.04711501992618044,120,1.0000000000000002e-06,52800
221,0.01754376355286998,0.04739457871764898,120,1.0000000000000002e-06,53040
222,0.017530509709225348,0.04738463225464026,120,1.0000000000000002e-06,53280
223,0.017572530428878963,0.0470907846155266,120,1.0000000000000002e-06,53520
224,0.017686668170305588,0.04701713801672061,120,1.0000000000000002e-06,53760
225,0.01758104847976938,0.047101741967101894,120,1.0000000000000002e-06,54000
226,0.017544972234948848,0.04692563908174634,120,1.0000000000000002e-06,54240
227,0.017628885017863163,0.04784132385005554,120,1.0000000000000002e-06,54480
228,0.017641530110267922,0.04781852109978597,120,1.0000000000000002e-06,54720
229,0.01751596516890762,0.04702224597955743,120,1.0000000000000002e-06,54960
230,0.01757636521360837,0.0491183544198672,120,1.0000000000000002e-06,55200
231,0.01753298060890908,0.04759387314940492,120,1.0000000000000002e-06,55440
232,0.017571557877818122,0.04682542846227686,120,1.0000000000000002e-06,55680
233,0.01746461883497735,0.04693634137511253,120,1.0000000000000002e-06,55920
234,0.017802799105023345,0.04712583944201469,120,1.0000000000000002e-06,56160
235,0.017454960509591427,0.04728730712085962,120,1.0000000000000002e-06,56400
236,0.01747345200662191,0.04740340216085315,120,1.0000000000000002e-06,56640
237,0.017536793587108454,0.047018389714260894,120,1.0000000000000002e-06,56880
238,0.01754677273759929,0.04695336325094104,120,1.0000000000000002e-06,57120
239,0.01746700182945157,0.04727975521236658,120,1.0000000000000002e-06,57360
240,0.01750618374402014,0.046924794713656105,120,1.0000000000000002e-06,57600
241,0.0175645280648799,0.04616559368247787,120,1.0000000000000002e-06,57840
242,0.017523543785015742,0.047109124685327214,120,1.0000000000000002e-06,58080
243,0.017468655379101014,0.047921969244877495,120,1.0000000000000002e-06,58320
244,0.017480210164406648,0.048241125357647734,120,1.0000000000000002e-06,58560
245,0.01742724846699275,0.046512661346544824,125,1.0000000000000002e-06,58800
246,0.017575883052389447,0.04676054334267974,120,1.0000000000000002e-06,59040
247,0.01741323646856472,0.04769304133951664,120,1.0000000000000002e-06,59280
248,0.017506666413585965,0.04755410570651293,120,1.0000000000000002e-06,59520
249,0.017589067118630435,0.047135989771535,120,1.0000000000000002e-06,59760
250,0.017497015203116462,0.04652536436915398,120,1.0000000000000002e-06,60000
251,0.01750030040857382,0.04628588647271196,120,1.0000000000000002e-06,60240
252,0.017382047521338487,0.04734273133799434,120,1.0000000000000002e-06,60480
253,0.017386617556136724,0.047399715551485616,120,1.0000000000000002e-06,60720
254,0.017424375038050735,0.04740176610648632,120,1.0000000000000002e-06,60960
255,0.017362186526103565,0.04726666752249002,120,1.0000000000000002e-06,61200
256,0.01751828579775368,0.04714293526485562,120,1.0000000000000002e-06,61440
257,0.017419987874260794,0.046683427939812346,120,1.0000000000000002e-06,61680
258,0.017528736003441736,0.04620135522757967,120,1.0000000000000002e-06,61920
259,0.01749251425693122,0.046818013706554966,120,1.0000000000000002e-06,62160
260,0.017515162985849504,0.04794908609862129,120,1.0000000000000002e-06,62400
261,0.017453983433855076,0.047162144382794695,120,1.0000000000000002e-06,62640
262,0.017526917958942553,0.046778088559707005,120,1.0000000000000002e-06,62880
263,0.017422949033789336,0.04821479072173437,120,1.0000000000000002e-06,63120
264,0.017499652268209806,0.046599481534212825,120,1.0000000000000002e-06,63360
265,0.017410753616907946,0.04731445337335269,120,1.0000000000000002e-06,63600
266,0.017396857160686827,0.047357775767644245,120,1.0000000000000002e-06,63840
267,0.017383708766040704,0.04776118459800879,126,1.0000000000000002e-06,64080
268,0.017432975763222204,0.046981161336104076,120,1.0000000000000002e-06,64320
269,0.01739901947633674,0.04789329736183087,120,1.0000000000000002e-06,64560
270,0.017349878913955764,0.04748709456374248,120,1.0000000000000002e-06,64800
271,0.01738861357055915,0.04683646423121293,120,1.0000000000000002e-06,65040
272,0.017439340949446585,0.04750665811200937,120,1.0000000000000002e-06,65280
273,0.017381975138171888,0.047150723387797674,120,1.0000000000000002e-06,65520
274,0.017357691057259216,0.04815784239520629,120,1.0000000000000002e-06,65760
275,0.017355346045223995,0.04762530510003368,120,1.0000000000000002e-06,66000
276,0.01742780433075192,0.047210026035706204,120,1.0000000000000002e-06,66240
277,0.01731845498046217,0.04728161133825779,120,1.0000000000000002e-06,66480
278,0.017400302706907192,0.04738831281041105,120,1.0000000000000002e-06,66720
279,0.017437185727370283,0.0478047002106905,120,1.0000000000000002e-06,66960
280,0.017291401621575157,0.047215356832991044,122,1.0000000000000002e-06,67200
281,0.01742336077343983,0.04772175994391243,120,1.0000000000000002e-06,67440
282,0.017314502072986217,0.04656490130970876,120,1.0000000000000002e-06,67680
283,0.017486629475994657,0.046824381376306214,120,1.0000000000000002e-06,67920
284,0.01734193297258268,0.04674328205486138,120,1.0000000000000002e-06,68160
285,0.01737346062824751,0.046649921840677656,120,1.0000000000000002e-06,68400
286,0.017385297489818187,0.04745296975597739,120,1.0000000000000002e-06,68640
287,0.017274661280680448,0.046981654781848195,120,1.0000000000000002e-06,68880
288,0.017348570531855026,0.046902007920046646,120,1.0000000000000002e-06,69120
289,0.017291031337420767,0.04684152668341994,120,1.0000000000000002e-06,69360
290,0.01740753619815223,0.046265206951648,120,1.0000000000000002e-06,69600
291,0.017365843174047768,0.04818789397055904,120,1.0000000000000002e-06,69840
292,0.017402607904902348,0.04756212144469221,120,1.0000000000000002e-06,70080
293,0.017328352122179543,0.046821884873012705,120,1.0000000000000002e-06,70320
294,0.01727204255682106,0.046935577597469094,120,1.0000000000000002e-06,70560
295,0.01732102610403672,0.049039177534480886,120,1.0000000000000002e-06,70800
296,0.01729635245865211,0.048200444380442305,120,1.0000000000000002e-06,71040
297,0.017400275770341977,0.047373216847578684,120,1.0000000000000002e-06,71280
298,0.017323050095001236,0.04891344550997019,120,1.0000000000000002e-06,71520
299,0.017444660920106495,0.04642272771646579,120,1.0000000000000002e-06,71760
300,0.017434076031592364,0.04744673514117797,120,1.0000000000000002e-06,72000
301,0.017333835809646796,0.046129353592793146,120,1.0000000000000002e-06,72240
302,0.017338540934724735,0.04674373089025418,120,1.0000000000000002e-06,72480
303,0.017400110652670265,0.04722532080486417,120,1.0000000000000002e-06,72720
304,0.017359295533969997,0.04656517695014675,120,1.0000000000000002e-06,72960
305,0.017311835067812354,0.047397218892971674,120,1.0000000000000002e-06,73200
306,0.017309782260175172,0.0470816891019543,120,1.0000000000000002e-06,73440
307,0.01728257378175234,0.04683856513972084,120,1.0000000000000002e-06,73680
308,0.017269405289941156,0.04761413379261891,120,1.0000000000000002e-06,73920
309,0.01723105863008338,0.046964917921771605,120,1.0000000000000002e-06,74160
310,0.01726069560972974,0.046953288434694214,120,1.0000000000000002e-06,74400
311,0.017269396492823337,0.04670847865442435,120,1.0000000000000002e-06,74640
312,0.01737018908994893,0.046568496711552144,120,1.0000000000000002e-06,74880
313,0.017238293714278066,0.047257409213731685,120,1.0000000000000002e-06,75120
314,0.017227956992185985,0.04719716326023141,120,1.0000000000000002e-06,75360
315,0.01730874160809132,0.04831900962938865,120,1.0000000000000002e-06,75600
316,0.017227930094425876,0.04682662452881535,120,1.0000000000000002e-06,75840
317,0.017244261243225385,0.04899250113715728,120,1.0000000000000002e-06,76080
318,0.0172150910521547,0.04697712591538827,120,1.0000000000000002e-06,76320
319,0.017198468403269846,0.047346760301540294,120,1.0000000000000002e-06,76560
320,0.017373997574516884,0.04736363493526975,120,1.0000000000000002e-06,76800
321,0.017277188992981488,0.047545745285848776,120,1.0000000000000002e-06,77040
322,0.01739169962044495,0.04688751141851147,120,1.0000000000000002e-06,77280
323,0.017262637766543777,0.0469624820475777,120,1.0000000000000002e-06,77520
324,0.01729719410262381,0.04689615812773506,120,1.0000000000000002e-06,77760
325,0.017257147976973405,0.04682890381664038,120,1.0000000000000002e-06,78000
326,0.01731257194187492,0.04722325972591837,120,1.0000000000000002e-06,78240
327,0.017194258615685007,0.04676809556161364,120,1.0000000000000002e-06,78480
328,0.01718207336574172,0.047857394255697724,120,1.0000000000000002e-06,78720
329,0.017274872407627602,0.04644603704412778,120,1.0000000000000002e-06,78960
330,0.017276363654915864,0.04654830414801836,120,1.0000000000000002e-06,79200
331,0.01729044257857216,0.0475956895078222,120,1.0000000000000002e-06,79440
332,0.017116128591199715,0.04761865672965845,120,1.0000000000000002e-06,79680
333,0.01726937750936486,0.04767778751750787,120,1.0000000000000002e-06,79920
334,0.01735742178473932,0.04745671295871337,120,1.0000000000000002e-06,80160
335,0.01714862963029494,0.04694068785756826,120,1.0000000000000002e-06,80400
336,0.017272722042010476,0.04721284502496322,120,1.0000000000000002e-06,80640
337,0.017174255446298047,0.04655341437707345,120,1.0000000000000002e-06,80880
338,0.017190034278125193,0.04627135678504904,120,1.0000000000000002e-06,81120
339,0.017134808091213927,0.04685341573009889,120,1.0000000000000002e-06,81360
340,0.017197103288102273,0.04710449691240986,120,1.0000000000000002e-06,81600
341,0.017183748624908426,0.046870673758288225,120,1.0000000000000002e-06,81840
342,0.017138282471569254,0.04726970307528973,120,1.0000000000000002e-06,82080
343,0.017293548283244795,0.046518854796886444,120,1.0000000000000002e-06,82320
344,0.017125146149192007,0.04711795036370556,120,1.0000000000000002e-06,82560
345,0.017219712010895213,0.04849915684511264,120,1.0000000000000002e-06,82800
346,0.01709204201082078,0.046919189890225727,120,1.0000000000000002e-06,83040
347,0.017091207206249237,0.04666503596430024,120,1.0000000000000002e-06,83280
348,0.01716222318354994,0.046663729070375366,120,1.0000000000000002e-06,83520
349,0.017197827643637236,0.046553296285370985,120,1.0000000000000002e-06,83760
350,0.017120473571897794,0.049291347091396646,120,1.0000000000000002e-06,84000
351,0.017281665639408552,0.04677435603613655,120,1.0000000000000002e-06,84240
352,0.017140498906762027,0.04765028785914183,120,1.0000000000000002e-06,84480
353,0.017175813405386483,0.046698336272190014,120,1.0000000000000002e-06,84720
354,0.017169684654800222,0.04801809697722395,120,1.0000000000000002e-06,84960
355,0.01717397162380318,0.046567237563431264,120,1.0000000000000002e-06,85200
356,0.017112717649433763,0.046632955347498256,120,1.0000000000000002e-06,85440
357,0.017200161378908282,0.04643330859641234,120,1.0000000000000002e-06,85680
358,0.01734280838863924,0.0466234039204816,120,1.0000000000000002e-06,85920
359,0.017170701695916554,0.04754168028011918,120,1.0000000000000002e-06,86160
360,0.01727652857080102,0.046175825285414855,120,1.0000000000000002e-06,86400
361,0.0170729046590471,0.046910095121711494,120,1.0000000000000002e-06,86640
362,0.017278843860064324,0.04718135253836711,120,1.0000000000000002e-06,86880
363,0.017055535863619298,0.046741224018236,120,1.0000000000000002e-06,87120
364,0.01710062167258002,0.04708337290212512,120,1.0000000000000002e-06,87360
365,0.01711484416737221,0.047626073161760964,120,1.0000000000000002e-06,87600
366,0.017189944601462535,0.04644448400164644,120,1.0000000000000002e-06,87840
367,0.017161488917190583,0.04757023360580206,120,1.0000000000000002e-06,88080
368,0.017102073282391453,0.04741052494694789,120,1.0000000000000002e-06,88320
369,0.017196210083784535,0.047960153159995876,120,1.0000000000000002e-06,88560
370,0.017162096900089335,0.04611110848685106,120,1.0000000000000002e-06,88800
371,0.017045632608157273,0.04898421671241522,120,1.0000000000000002e-06,89040
372,0.017138743687731526,0.0486220607534051,120,1.0000000000000002e-06,89280
373,0.017120497601960476,0.04681177530437708,120,1.0000000000000002e-06,89520
374,0.01712413551673914,0.04714188842723767,120,1.0000000000000002e-06,89760
375,0.01710314063820988,0.04733575079590082,120,1.0000000000000002e-06,90000
376,0.017196712986333296,0.0472693083807826,120,1.0000000000000002e-06,90240
377,0.017056661458142722,0.04708629855886102,120,1.0000000000000002e-06,90480
378,0.01715533712413162,0.04739537804077069,120,1.0000000000000002e-06,90720
379,0.017033402538315083,0.04682386613761385,120,1.0000000000000002e-06,90960
380,0.01711012051285555,0.04664238430559635,120,1.0000000000000002e-06,91200
381,0.017001470007623237,0.04748699773723881,120,1.0000000000000002e-06,91440
382,0.017137826168133568,0.050753203903635344,120,1.0000000000000002e-06,91680
383,0.017077843986529236,0.05389983430504799,120,1.0000000000000002e-06,91920
384,0.017061549566763763,0.04684763945018252,120,1.0000000000000002e-06,92160
385,0.017084195280525214,0.04718715573350588,120,1.0000000000000002e-06,92400
386,0.017059752125836287,0.04717686822017034,120,1.0000000000000002e-06,92640
387,0.017097797425230966,0.046871283433089654,120,1.0000000000000002e-06,92880
388,0.017004863712160537,0.04694372260322174,120,1.0000000000000002e-06,93120
389,0.017057491842812546,0.04680692286541065,120,1.0000000000000002e-06,93360
390,0.017147537398462493,0.04824174692233404,120,1.0000000000000002e-06,93600
391,0.01699932978178064,0.04790764177838961,120,1.0000000000000002e-06,93840
392,0.01701145274564624,0.046799576158324876,120,1.0000000000000002e-06,94080
393,0.0170169360023768,0.0468284343679746,120,1.0000000000000002e-06,94320
